"Akkar | Aadouiye - عدوي"
"North | Mazraat Beni Saab - مزرعة بني صعب"
"North | Mazraat Biyade - مزرعة بياض"
"North | Mazraat Ejbeh - مزرعة إجبع"
"North | Mazraat Et Toufah - مزرعة التفاح"
"North | Mazraat Hraqs - مزرعة حريقص"
"North | Mazraat Jnaid - مزرعة جنيد"
"North | Mazret al Nahr - مزرعة النهر"
"North | Mchaa ej Joubbeh - مشاع الجبه"
"North | Meghrak - مغراق"
"North | Metrit - متريت"
"North | Mgharet ech Cheikh - مغارة الشيخ"
"North | Mhatreh - المهاترة"
"North | Mina Jardin - بساتين المينا"
"North | Miryata - مرياطا"
"North | Miziara - مزيارة"
"North | Moghr El Ahoual - مغر الاحول"
"North | Moulid - موليد"
"North | Mrah Chdid - مراح شديد"
"North | Mrah El Haj - مراح الحاج"
"North | Mrah Es Sfire - مراح السفيرة"
"North | Mrah Es Sreij - مراح السريج"
"North | Mrah Ez Zaiat - مراح الزيات"
"North | Mrebbine - مربين"
"North | Myle - ميل"
"North | Nabaa ej Jdid - نبع الجديد"
"North | Nahle batroun - نحلا  البترون"
"North | Najmet es Sobh - نجمة الصبح"
"North | Nemrine - نمرين"
"North | Niha El Batroun - نيحا البترون"
"North | Noury - النوري"
"North | Ouadi En Nahle - وادي النحلة"
"North | Ouadi Tanourine Et Tahta - وادي تنورين التحتا"
"North | Ouadi ej Jord - وادي الجرد"
"North | Ouata Haub - وطى حوب"
"North | Ouatiye - واطيه"
"North | Oueta Fares - وطى فارس"
"North | Qalamoun - القلمون"
"North | Qalhat - قلحات"
"North | Qarah Bach - قره باش"
"North | Qareit Sakhra - قرعية صخرا"
"North | Qarhaiya - قرحيا"
"North | Qarn - القرن"
"North | Qarnaoun - قرنعون"
"North | Qarsita - قرصيتا"
"North | Qattine El Minieh - القطين المنيه"
"North | Qemmamine - قمامين"
"North | Qnaiouer - قنيور"
"North | Qnat - قناة"
"North | Qobee - القبة"
"North | Qornet el Marj - قرنة المرج"
"North | Qraine - قرين"
"North | Quajh El - Hajar - وجه الحجر"
"North | Racha - راشا"
"North | Rachaaine - رشعين"
"North | Rachana - راشانا"
"North | Rachkida - راشكيدا"
"North | Rachkidde - راشكِدّه"
"North | Ram el batroun - الرام البترون"
"North | Ramate - رمات"
"North | Rammanet - الرمانة"
"North | Raouda - روضه المنيه"
"North | Ras Bnaiya - راس بنيه"
"North | Ras Ed Daouali - راس الدوالي"
"North | Ras Maska - راس مسقا"
"North | Ras Masqa Ech Chmaliye - راس مسقا الشمالية"
"North | Ras Masqa Ej Jnoubiye - راس مسقا الجنوبية"
"North | Ras Nahhach - راس نحاش"
"North | Raskifa - راس كيفا"
"North | Rechdibbine - رشدبين"
"North | Sahl Danha - سهل دنها"
"North | Sakhra - صخرة"
"North | Sanaallah - صنع الله"
"North | Sebaal - سبعل زغرتا"
"North | Selaata - سلعاتا"
"North | Seraal - سرعيل"
"North | Sertouka - سرتوكا"
"North | Sfire - سفيرة"
"North | Sghar - صغار"
"North | Shok - شق"
"North | Sir Ed Danniye - سير الضنية"
"North | Smar Jbail - سمار جبيل"
"North | Souaqi - السواقي"
"North | Souayqa  - السويقة"
"North | Sourat - صورات"
"North | Ssel'aal - سلع"
"North | Tabbaneh - التبانة"
"North | Tal - التل"
"North | Tannourine el Faouqa - تنورين الفوقا"
"North | Tanourine Et Tahta - تنورين التحتا"
"North | Tarane - طاران"
"North | Terbol El Minieh - تربل المنيه"
"North | Thoum - تحوم"
"North | Toula - تولا"
"North | Toula zgharta - تولا زغرتا"
"North | Tourza - طورزا"
"North | Trablous Jardins - بساتين طرابلس"
"North | Trablous Zeitoun - طرابلس الزيتون"
"North | Tripoli - طرابلس"
"North | Wadi Qannoubine - وادي قنوبين"
"North | Wadi en Njass - وادي النجاص"
"North | Yarita - ياريتا"
"North | Zahrieh - الزاهرية"
"North | Zakroun - زكرون"
"North | Zakzouk - زكزوك"
"North | Zane - زان"
"North | Zgharta - زغرتا"
"North | Zgharta el Mtaouleh - زغرتا المتاولة"
"North | Zghartighrine - زغرتغرين"
"North | Zouq Bhannine - ذوق بحنين"
"North | الكورة ضهور الهوى - Koura"
"South | Aabbassiye - عباسية"
"South | Aabra - عبرا"
"South | Aaddoussiye - عدّوسية"
"South | Aadloun - عدلون"
"South | Aadour - عاضور"
"South | Aaichiye - عيشية"
"South | Aaitit - عيتيت"
"South | Aalma ech Chaab - علما الشعب"
"South | Aamrane - عمران"
"South | Aanqoun - عنقون"
"South | Aaqbiye - العاقبية"
"South | Aaqmata - عقماتا"
"South | Aaqtanit - عقتنيت"
"South | Aaramta - عرمتى"
"South | Aariye - عاريه"
"South | Aarnaba - عرنابة"
"South | Aarqoub - العرقوب"
"South | Aazour - عازور"
"South | Aazziye - عزِّيه"
"South | Abou Chach - أبو شاش"
"South | Abou el Assouad - ابو الاسود"
"South | Ain Abu Aabdalla - عين أبو عبدالله"
"South | Ain Baal - عين بعل"
"South | Ain Ed Delb - عين الدلب"
"South | Ain Majdalain - عين مجدلين"
"South | Ain el Hiloue - عين الحلوة"
"South | Ain el Mir el Estabel - عين المير إسطبل"
"South | Ain et Taghra - عين التغرى"
"South | Anane - أنان"
"South | Arkey - اركي"
"South | Arzay - أرزي"
"South | Arzoun - ارزون"
"South | Azibeh - عزيبة"
"South | Baanoub - بعانوب"
"South | Baba - بيبه"
"South | Babliye - بابلية"
"South | Bafliye - بافليه"
"South | Baissour Jezzine - بيصور جزين"
"South | Barich - باريش"
"South | Barti - برتي"
"South | Batouliye - باتوليه"
"South | Bazouriye - بازورية"
"South | Bedias - بدياس"
"South | Benouati - بنواتي جزين"
"South | Bestiyat - بستيات"
"South | Bhannine - بحنين"
"South | Bisri - بسري"
"South | Bissariyeh - بيسارية"
"South | Biyad - البياض"
"South | Biyad Sour - البياض صور"
"South | Bkassine - بكاسين"
"South | Bnaafoul - بنعفول"
"South | Borj Rahhal - برج رحال"
"South | Borj ech Chmali - برج الشمالي"
"South | Borj el Haoua - برج الهوا"
"South | Borj el Qibli - برج قبلي"
"South | Bourghliye - برغلية"
"South | Bouslaya - بوصلايا"
"South | Boustane Sour - بستان صور"
"South | Bqosta - بقسطا"
"South | Brak et Tall - براك التل"
"South | Bramiye - برامية"
"South | Btaichiye - بطيشية"
"South | Bteddine el Loqch - بتدين اللقش"
"South | Chaaitiyeh - شعيتية"
"South | Chabriha - شبريحا"
"South | Chahour - شحور"
"South | Chamaa - شمع"
"South | Chamkha - شامخة"
"South | Charnaiye - شارنية"
"South | Chbeil - شبيل"
"South | Chehabiye - شهابية"
"South | Chihine - شيحين"
"South | Choualiq - شواليق جزين"
"South | Dahr ed Deir - ضهر الدير"
"South | Dahr er Ramle - ضهر الرملة"
"South | Daoudiye - الداودية"
"South | Darayia Jezzine - داريا جزين"
"South | Darb es Sim - درب السيم"
"South | Debaal - دبعل"
"South | Deir Aamess - ديرعامص"
"South | Deir Chkedif - شقاديف"
"South | Deir El Qattine - دير قطِين"
"South | Deir Kifa - دير كيفا"
"South | Deir Machmouche - دير مشموشه"
"South | Deir Moukhalles - دير  المخلص"
"South | Deir Ntar - دير نطار"
"South | Deir Qanoun - دير قانون"
"South | Deir Qanoun en Nahr - دير قانون النهر"
"South | Deir Taqla - دير تقلا"
"South | Dekerman - الدكرمان"
"South | Derdghaiya - دردغايا"
"South | Dhaira - ظهيرة"
"South | Dhour Darb es Sim - ضهور درب السيم"
"South | Dimechqiye - دمشقية"
"South | Ech Choumara - الشومارا"
"South | Ed Dikiye - الديكية"
"South | El Bass -  البصَ"
"South | El Biyada - بياضة"
"South | El Borj En-Naqoura - برج الناقورة"
"South | El Harf Jezzine - الحرف جزين"
"South | El Houraniye - حورانية"
"South | El Kleile - قليلة"
"South | El Mahmoudiye - محمودية"
"South | El Msous - مصوص"
"South | El Ouardani - ورداني"
"South | El Qabaa - قبع"
"South | Er Rafid - الرافد"
"South | Er Rouayess - روايس"
"South | Ez Zahrani - الزهراني"
"South | Fardis - الفرديس"
"South | Ghandouriye Bent Jbeil - غندورية بنت جبيل"
"South | Ghassaniye - غسانية"
"South | Ghaziye - غازية"
"South | Ghbatiye - غبَاطية"
"South | Hababiye - حبابية"
"South | Haidab - حيداب"
"South | Haitoule - حيتوله"
"South | Haitoura - حيطورة"
"South | Hajje - حجة"
"South | Hallousiyet el Faouqa - حلوسية الفوقا"
"South | Halloussiye - حلوسية"
"South | Hammadiye - حمَادية"
"South | Hamoul - حامول"
"South | Hannaouiye - حناوي"
"South | Hanniye - حنية"
"South | Haret Saida - حارة صيدا"
"South | Haret el Bayder - حارة البيادر"
"South | Harf - الحرف"
"South | Hartai - حارتية"
"South | Hassaniye - حسانية"
"South | Haumeiri - حميري"
"South | Hlaliye Saida - هلالية صيدا"
"South | Homsiye - حمصية"
"South | Insariye - إنصارية"
"South | Iskandarouna Sour - إسكندرونة"
"South | Jabal Toura - جبل طوره"
"South | Jall Nachi - جل ناشي"
"South | Jannata - جناتا"
"South | Jarjouaa - جرجوع"
"South | Jarmaq - الجرمق"
"South | Jazire - جزيرة صيدا"
"South | Jbal el Botm - جبال البطم"
"South | Jdaide Arzai - جديدة  أرزي"
"South | Jdaidet el Ouadi - الجديدة وادي جزين"
"South | Jebbain - جبين"
"South | Jensnaya - جنسنايا"
"South | Jernaya - جرنايا"
"South | Jezzine - جزين"
"South | Jijim - ججيم"
"South | Jinjlaya - جنجلاية"
"South | Jouaiya - جويا"
"South | Jour en Nakhl - جوار النخل"
"South | Kafraiya - كفريا"
"South | Kaouthariyet es Siyad - كوثرية السياد"
"South | Karkha - كرخا"
"South | Kfar Badde - كفر بدَه"
"South | Kfar Beit - كفربيت"
"South | Kfar Chellal - كفر شلال"
"South | Kfar Falous - كفرفالوس"
"South | Kfar Hatta - كفرحتى"
"South | Kfar Houne - كفرحون"
"South | Kfar Jarra - كفرجرا"
"South | Kfar Melki Saida - كفرملكي صيدا"
"South | Kfar Taala - كفرتعلا"
"South | Kfarnay - كفرنية"
"South | Khallet Khazen - خلة خازن"
"South | Khalouat Hasbaya - خلوات حاصبيّا"
"South | Khannoussiye - خنوسية"
"South | Kharayeb Saida - الخرائب صيدا"
"South | Khartoum - خرطوم"
"South | Khaziz - خزيز"
"South | Khirbet Ain el Qanater - خربة عين القناطر"
"South | Khirbet Bassal - خربة البصل"
"South | Khirbet ed Daoueir - خربة الدوير صيدا"
"South | Khirkhaya - خرخيا"
"South | Knisse Sour - كنيسة صور"
"South | Labboune - لبونة"
"South | Lebaa - لبعا"
"South | Louaiziye - لويزة جزين"
"South | Loubiye - لوبية"
"South | Maachouq - معشوق"
"South | Maaliye - معليَة"
"South | Maamriye - معمارية"
"South | Maamriyet el Kharab - معمرية الخراب"
"South | Maarake - معركة"
"South | Maaroub - معروب"
"South | Maarous el Branieh - ماروس البرانية"
"South | Maarous el Jouanieh - ماروس الجوانية"
"South | Machmouche - مشموشة"
"South | Machta El Aaziye - مشتى العزِية"
"South | Maghdouche - مغدوشة"
"South | Mahmoudiye Jezzine - محمودية جزين"
"South | Mahrouneh - محرونه"
"South | Majdel Zoun - مجدل زون"
"South | Majdelyoun - مجدليون"
"South | Maknouniye - مكنونية"
"South | Malkeit es Sahel - مالكية الساحل"
"South | Mansouri - المنصوري"
"South | Maqsam El  JAOUHARI - مقسم الجوهري"
"South | Mari - ماري"
"South | Marnaba - مرنبا"
"South | Marouahine - مروحين"
"South | Matariyet ech Choumar - مطرية الشومر"
"South | Matmoura - المطمورة"
"South | Mazraat  Aarqoub - مزرعة العرقوب"
"South | Mazraat  Jabal Toura - مزرعة جبل طوره"
"South | Mazraat  Tamra - مزرعة طمره"
"South | Mazraat Aabboudiye - مزرعة العبودية"
"South | Mazraat Aaiye - مزرعة عيا"
"South | Mazraat Aaqmata - مزرعة عقماتا"
"South | Mazraat Aarab ej Jall - مزرعة عرب الجل"
"South | Mazraat Aaraji - مزرعة عراجي"
"South | Mazraat Ain el Qantara - مزرعة عين القنطرة"
"South | Mazraat Ain ez Zarqa - مزرعة عين الزرقا"
"South | Mazraat Al Souairi - مزرعة الصويري"
"South | Mazraat Arab Soukkar - مزرعة عرب سكر"
"South | Mazraat Arab Tobbaya - مزرعة عرب  طبَايا"
"South | Mazraat Biout es Siyad - مزرعة بيوت السياد"
"South | Mazraat Bsaile - مزرعة بسيلة"
"South | Mazraat Deir Hanna - مزرعة دير حنا"
"South | Mazraat Iskandarouna - مزرعة إسكندرونة"
"South | Mazraat Jemjim - مزرعة جمجيم"
"South | Mazraat Khaizarane - مزرعة خيزران"
"South | Mazraat Khoutaryet er Rezz - مزرعة كوثرية الرز"
"South | Mazraat Louzyde - مزرعة لوزيد"
"South | Mazraat Matariyet Jbaa - مزرعة مطيرية جباع"
"South | Mazraat Mechref - مزرعة المشرف"
"South | Mazraat Sekkaniye - مزرعة السكنية"
"South | Mazraat Sinai - مزرعة سيناي"
"South | Mazraat Zaita - مزرعة زيتا"
"South | Mazraat ej Joudaye - مزرعة الجودية"
"South | Mazraat el Aite Niye - مزرعة العيتانية"
"South | Mazraat el Btadiniye - مزرعة البتدينية"
"South | Mazraat el Daoudiye - مزرعة الداودية"
"South | Mazraat el Hsainiye - مزرعة الحسينية"
"South | Mazraat el Khaoukh - مزرعة الخوخ"
"South | Mazraat el Mathane - مزرعة المطحنة"
"South | Mazraat el Ouasta - مزرعة الواسطة"
"South | Mazraat el Yahoudiye - مزرعة  اليهودية"
"South | Mazraat er Rohbane - مزرعة الرهبان"
"South | Merouaniye - مروانية"
"South | Mghairiye - مغيرية"
"South | Mhaidle - المحيدلة"
"South | Mharbiye - محاربية"
"South | Mheilib - محيليب"
"South | Midane - ميدان"
"South | Miyeh ou Miyeh - مية ومية"
"South | Mjadel - المجادل"
"South | Mjaydel - مجيدل"
"South | Mlikh - مليخ"
"South | Mrah Abdu Chedid - مراح أبو شديد"
"South | Mrah El Hbas - مراح الحباس"
"South | Mrah Kiouane - مراح كيوان"
"South | Mrah Mghaibe - مراح مغبيه"
"South | Msaileh - المصيلح"
"South | Mzairaa - مزيرعة"
"South | Nabaa - نبعه"
"South | Nabi Qassem - نبي قاسم"
"South | Nabi Sejoud - نبي سجد"
"South | Naffakhiye - نفاخية"
"South | Najjaryie - نجارية"
"South | Naqoura - الناقورة"
"South | Niha Sour - نيحا صور"
"South | Ouadi Baanqoudine - وادي بعنقودين"
"South | Ouadi Jilou - وادي جيلو"
"South | Ouadi el Leimoun - وادي الليمون"
"South | Ouardiye - وردية"
"South | Ouazaaiye - اوزاعية"
"South | Oum Toute - ام التوت"
"South | Oussamiyat - الاوساميات"
"South | Qaaqaaii es Snoubar - قعقعية الصنوبر"
"South | Qaitoule - قيتولي"
"South | Qalaat Maroun - قلعة مارون"
"South | Qana - قانا"
"South | Qasmiye - قاسمية"
"South | Qennarit - قناريت"
"South | Qiyaa - قياعة"
"South | Qnaitra - القنيطرة"
"South | Qotrani - قطراني"
"South | Qraiye Saida - قرية صيدا"
"South | Qrouh - قروح"
"South | Qtale Jezzine - قتالة جزين"
"South | Rachidiye - الرشيدية"
"South | Raimat - ريمات"
"South | Ras el Ain - راس العين"
"South | Rechkananey - رشكنانيه"
"South | Rihane Jezzine - ريحانة جزين"
"South | Rmadiyeh - رمادية"
"South | Roum - روم"
"South | Roummane Jezzine - رمانة"
"South | Rous El Franj - راس الوادي الحوة"
"South | Sabah - صّباح"
"South | Saida - صيدا"
"South | Saida Ed Dekermane - صيدا الدكرمان"
"South | Saksakiye - سكسكية"
"South | Salaa - سلعا"
"South | Salhiye - صالحية"
"South | Salima - صليما"
"South | Sammaaiye - سماعية"
"South | Sarafand - صرفند"
"South | Sari - ساري"
"South | Sejoud - سجد"
"South | Sfarai - صفاريه"
"South | Sfenti - سفنتا"
"South | Siddiqine - صديقين"
"South | Sidoun - صيدون"
"South | Sinai - سيناي"
"South | Snaiber - مزرعة سنيبر"
"South | Sniye - سنيَا"
"South | Sour - صور"
"South | Srifa - صريفا"
"South | Sriri - سريرة"
"South | Taaid - تعيد"
"South | Taibe Sour - الطيبة صور"
"South | Tair Debba - طير دبّه"
"South | Tair Filsay - طير فلسيه"
"South | Tair Harfa - طير حرفا"
"South | Tair Semhat - طير سمحات"
"South | Tair Zebna - طير زبنا"
"South | Tamra - طمره"
"South | Tanbourit - طنبوريت"
"South | Tebna - تبنا"
"South | Touairi - طويري"
"South | Toufahta - تفاحتا"
"South | Toura - طورا"
"South | Wadi Jezzine - وادي جزين"
"South | Wastani - الوسطاني"
"South | Yarine - يارين"
"South | Ynouh - يانوح صور"
"South | Zabqine - زبقين"
"South | Zaghdraiya - زغدرايا"
"South | Zaghrine Jezzine - زغرين جزين"
"South | Zahriye - زهيرية"
"South | Zaita - زيتا"
"South | Zalloutiye - مزرعة الزلوطية"
"South | Zhalta - زحلتا"
"South | Zrariye - زرارية"
